CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12592,92,2,437.6,3,Loyal
12593,109,3,418.1,3,Loyal
12594,38,10,3338.2200000000003,1,At-Risk
12596,51,2,618.27,2,Potential
12597,19,4,3811.22,2,Potential
12598,10,8,3023.08,1,At-Risk
12599,29,7,1032.58,2,Potential
12600,29,10,2599.04,1,At-Risk
12601,190,5,577.0600000000001,2,Potential
12602,59,1,153.12,3,Loyal
12603,22,1,739.1999999999999,0,Champions
12604,79,2,254.18,3,Loyal
12607,60,1,1579.51,2,Potential
12609,78,3,1126.85,2,Potential
12610,23,5,2099.54,2,Potential
12611,52,1,1193.32,2,Potential
12612,74,1,704.04,3,Loyal
12613,57,5,3344.38,2,Potential
12614,278,1,315.6,3,Loyal
12615,2,4,2291.19,1,At-Risk
12616,95,2,713.3,2,Potential
12617,29,1,355.53000000000003,0,Champions
12618,22,1,177.31,0,Champions
12619,16,9,3641.24,1,At-Risk
12620,15,3,1339.41,2,Potential
12621,2,20,13689.67,1,At-Risk
12622,232,1,180.1,3,Loyal
12623,276,1,305.1,3,Loyal
12624,106,2,641.13,3,Loyal
12625,212,2,2683.82,2,Potential
12626,23,9,6620.4800000000005,1,At-Risk
12627,11,7,4478.53,1,At-Risk
12628,4,3,786.46,0,Champions
12630,10,2,1270.88,0,Champions
12631,57,1,640.5,3,Loyal
12633,59,4,2163.98,2,Potential
12635,90,2,1689.18,2,Potential
12637,67,8,6021.9,2,Potential
12638,33,1,671.69,0,Champions
12639,239,1,486.1,3,Loyal
12640,24,3,1174.58,2,Potential
12641,115,1,185.9,3,Loyal
12642,25,3,1013.26,2,Potential
12643,128,6,3344.64,2,Potential
12644,130,1,477.90999999999997,3,Loyal
12645,34,4,1775.18,2,Potential
12646,5,2,1346.97,0,Champions
12647,22,12,3722.82,1,At-Risk
12648,155,1,318.05,3,Loyal
12649,107,3,623.51,2,Potential
12650,3,1,314.44,0,Champions
12651,335,1,114.0,3,Loyal
12652,331,1,919.98,3,Loyal
12653,149,2,2209.85,2,Potential
12654,11,5,601.98,0,Champions
12656,17,5,4051.17,1,At-Risk
12657,11,4,1643.18,2,Potential
12658,19,1,686.05,0,Champions
12659,30,1,91.68,0,Champions
12660,11,1,245.10000000000002,0,Champions
12662,1,11,3849.78,1,At-Risk
12664,8,9,4881.88,1,At-Risk
12665,325,1,63.0,3,Loyal
12667,58,1,620.13,3,Loyal
12668,12,4,3807.15,1,At-Risk
12669,151,3,2744.0299999999997,2,Potential
12670,10,5,2996.05,1,At-Risk
12672,330,1,225.9,3,Loyal
12673,5,2,610.52,0,Champions
12674,39,4,1970.6,2,Potential
12676,25,6,1331.39,2,Potential
12678,42,12,17628.46,1,At-Risk
12679,59,4,1113.02,2,Potential
12680,1,4,862.81,0,Champions
12681,15,22,13787.54,1,At-Risk
12682,4,31,12288.22,1,At-Risk
12683,4,15,8476.57,1,At-Risk
12684,8,7,2283.63,1,At-Risk
12685,28,6,2863.08,2,Potential
12686,372,1,89.14,3,Loyal
12688,114,1,4873.81,2,Potential
12689,26,2,1247.6100000000001,2,Potential
12690,206,1,389.01,3,Loyal
12691,28,6,1035.8,2,Potential
12693,127,4,855.91,2,Potential
12694,70,2,869.67,2,Potential
12695,7,4,582.1,0,Champions
12697,29,3,957.59,2,Potential
12700,8,4,4939.99,1,At-Risk
12701,80,2,797.71,2,Potential
12702,20,1,219.0,0,Champions
12703,71,1,283.55,3,Loyal
12704,7,8,2340.84,1,At-Risk
12705,15,9,6868.29,1,At-Risk
12707,292,1,603.42,3,Loyal
12708,30,10,2712.91,1,At-Risk
12709,15,15,9736.52,1,At-Risk
12710,97,3,1149.02,2,Potential
12712,29,13,4396.13,1,At-Risk
12713,1,1,848.55,0,Champions
12714,9,5,4708.86,1,At-Risk
12715,106,1,353.86,3,Loyal
12716,4,2,1053.49,0,Champions
12717,151,2,1030.98,2,Potential
12718,71,1,238.25,3,Loyal
12719,5,2,644.95,0,Champions
12720,3,25,5781.7300000000005,1,At-Risk
12721,32,6,2656.13,2,Potential
12722,85,4,997.63,2,Potential
12723,4,5,725.07,0,Champions
12724,5,4,1031.41,0,Champions
12725,371,1,427.8,3,Loyal
12726,28,7,2609.1,2,Potential
12727,11,7,3980.7000000000003,1,At-Risk
12728,71,4,836.33,2,Potential
12729,114,1,453.01,3,Loyal
12731,24,12,18895.91,1,At-Risk
12732,180,1,236.26000000000002,3,Loyal
12733,234,1,383.95,3,Loyal
12734,353,1,110.39999999999999,3,Loyal
12735,315,2,779.5699999999999,3,Loyal
12736,333,1,234.0,3,Loyal
12738,372,1,155.35,3,Loyal
12739,78,2,1013.04,2,Potential
12740,64,1,427.6,3,Loyal
12743,134,2,546.43,3,Loyal
12744,52,7,21279.29,1,At-Risk
12747,2,11,4196.01,1,At-Risk
12748,1,210,33719.73,1,At-Risk
12749,4,5,4090.88,1,At-Risk
12750,129,1,275.88,3,Loyal
12752,81,1,4366.78,2,Potential
12753,23,6,21429.39,1,At-Risk
12754,236,3,3010.74,2,Potential
12755,281,2,3811.9500000000003,2,Potential
12756,87,1,112.08,3,Loyal
12757,16,13,7857.1,1,At-Risk
12758,117,2,2791.59,2,Potential
12759,52,3,1531.44,2,Potential
12762,8,2,1898.52,0,Champions
12763,138,2,494.08,3,Loyal
12764,317,1,1693.88,3,Loyal
12766,4,7,6989.63,1,At-Risk
12769,239,1,1143.6,3,Loyal
12770,211,1,1351.45,3,Loyal
12772,60,1,892.47,3,Loyal
12775,17,5,1386.04,2,Potential
12778,20,6,822.23,2,Potential
12779,38,8,3981.36,1,At-Risk
12781,64,2,826.74,2,Potential
12782,5,5,2330.92,1,At-Risk
12783,2,6,2225.91,1,At-Risk
12784,9,2,574.42,0,Champions
12785,364,1,311.95,3,Loyal
12787,10,3,463.66,0,Champions
12789,65,1,91.85,3,Loyal
12790,192,1,324.92,3,Loyal
12791,374,1,192.60000000000002,3,Loyal
12792,257,1,400.54,3,Loyal
12793,335,2,545.48,3,Loyal
12794,53,2,860.41,2,Potential
12795,19,1,430.48,0,Champions
12797,366,1,254.03,3,Loyal
12798,10,3,6977.04,1,At-Risk
12802,187,1,427.58,3,Loyal
12808,37,3,483.65000000000003,0,Champions
12809,178,1,489.31,3,Loyal
12811,261,3,514.85,3,Loyal
12812,45,1,229.64000000000001,3,Loyal
12814,102,1,125.92,3,Loyal
12815,148,2,1063.46,2,Potential
12816,96,2,572.2,3,Loyal
12817,281,1,166.04000000000002,3,Loyal
12818,262,1,1542.08,3,Loyal
12820,3,4,942.34,0,Champions
12821,214,1,92.72,3,Loyal
12822,71,2,948.88,2,Potential
12823,75,5,1759.5,2,Potential
12824,60,1,397.12,3,Loyal
12826,3,7,1474.72,1,At-Risk
12827,6,3,430.15,0,Champions
12828,3,6,1018.71,1,At-Risk
12829,337,2,293.0,3,Loyal
12830,38,6,6814.64,2,Potential
12831,262,1,215.05,3,Loyal
12832,32,2,383.03000000000003,0,Champions
12833,145,1,417.38,3,Loyal
12834,283,1,312.38,3,Loyal
12836,59,4,2612.86,2,Potential
12837,173,1,134.1,3,Loyal
12838,34,2,683.13,0,Champions
12839,3,14,5591.42,1,At-Risk
12840,144,4,2726.77,2,Potential
12841,5,25,4022.35,1,At-Risk
12842,70,2,1118.99,2,Potential
12843,66,8,1702.26,2,Potential
12844,29,2,325.96000000000004,0,Champions
12845,267,4,354.09000000000003,3,Loyal
12847,22,1,871.54,0,Champions
12849,31,2,1050.89,2,Potential
12851,97,1,135.18,3,Loyal
12852,295,1,311.55,3,Loyal
12853,135,6,1957.1000000000001,2,Potential
12854,79,3,1324.5,2,Potential
12855,373,1,38.1,3,Loyal
12856,8,6,2179.93,1,At-Risk
12857,211,2,1106.4,2,Potential
12863,52,1,521.2,3,Loyal
12864,138,1,147.12,3,Loyal
12865,26,2,1568.23,2,Potential
12866,283,1,559.12,3,Loyal
12867,26,7,4036.82,1,At-Risk
12868,186,6,1607.0600000000002,2,Potential
12871,84,2,380.64,3,Loyal
12872,327,2,599.97,3,Loyal
12873,282,1,374.0,3,Loyal
12875,143,2,343.2300000000001,3,Loyal
12876,58,2,2218.02,2,Potential
12877,4,12,1535.77,1,At-Risk
12878,236,2,854.99,3,Loyal
12879,45,3,573.22,2,Potential
12881,276,1,298.0,3,Loyal
12882,9,2,1463.04,0,Champions
12883,25,4,703.47,2,Potential
12884,88,1,309.05,3,Loyal
12885,63,3,1175.22,2,Potential
12886,68,2,1378.4,2,Potential
12888,214,2,354.12,3,Loyal
12890,24,1,380.46999999999997,0,Champions
12891,186,3,331.0,3,Loyal
12893,31,1,188.14,0,Champions
12895,42,2,372.8,0,Champions
12897,205,2,216.5,3,Loyal
12901,9,28,17654.54,1,At-Risk
12902,265,1,138.68,3,Loyal
12904,18,2,509.58,0,Champions
12906,12,5,2919.81,1,At-Risk
12908,176,2,750.0,3,Loyal
12909,40,5,2178.67,2,Potential
12910,23,8,3075.04,1,At-Risk
12912,3,5,1662.3,1,At-Risk
12913,5,5,2483.63,1,At-Risk
12915,149,2,363.65,3,Loyal
12916,139,4,3006.15,2,Potential
12917,128,1,594.0,3,Loyal
12919,8,6,1335.19,1,At-Risk
12920,17,1,164.23,0,Champions
12921,9,37,16587.09,1,At-Risk
12922,161,1,405.38,3,Loyal
12923,64,1,176.97,3,Loyal
12924,88,4,933.7,2,Potential
12925,5,2,694.05,0,Champions
12928,35,5,2062.7,2,Potential
12929,312,1,117.85,3,Loyal
12930,78,2,415.8,3,Loyal
12931,22,15,42055.96,1,At-Risk
12933,24,3,607.53,0,Champions
12935,2,7,2160.7,1,At-Risk
12936,17,4,1063.9,2,Potential
12937,15,4,1504.27,2,Potential
12938,26,1,114.14,0,Champions
12939,64,8,11581.8,1,At-Risk
12940,55,2,913.54,2,Potential
12942,131,3,683.9,2,Potential
12944,36,2,604.51,0,Champions
12945,288,1,462.95,3,Loyal
12947,144,6,1603.99,2,Potential
12948,16,7,2064.95,1,At-Risk
12949,31,8,4167.22,1,At-Risk
12950,2,3,1843.0,0,Champions
12951,9,6,1064.07,1,At-Risk
12952,6,4,1387.79,0,Champions
12953,10,1,329.85,0,Champions
12955,1,11,4757.16,1,At-Risk
12956,306,1,108.07,3,Loyal
12957,10,8,4017.54,1,At-Risk
12962,7,2,266.39,0,Champions
12963,8,8,1856.63,1,At-Risk
12965,89,1,771.91,3,Loyal
12966,10,1,160.18,0,Champions
12967,358,2,1660.9,2,Potential
12968,112,1,135.95,3,Loyal
12970,7,4,452.24,0,Champions
12971,4,86,11189.91,1,At-Risk
12974,198,1,144.8,3,Loyal
12976,212,1,738.6,3,Loyal
12977,156,1,39.239999999999995,3,Loyal
12980,158,9,7374.900000000001,2,Potential
12981,30,2,372.21999999999997,0,Champions
12982,243,1,390.54,3,Loyal
12984,19,1,97.5,0,Champions
12985,1,2,1239.38,0,Champions
12987,74,2,558.7,3,Loyal
12988,292,1,535.32,3,Loyal
12989,3,15,6924.11,1,At-Risk
12990,31,3,409.5,0,Champions
12991,23,2,503.76,0,Champions
12993,23,4,414.76,0,Champions
12994,4,3,974.42,0,Champions
12995,85,1,211.32,3,Loyal
12997,22,4,1226.89,2,Potential
12999,196,3,455.88,3,Loyal
13000,107,3,534.85,2,Potential
13001,4,13,9818.82,1,At-Risk
13002,318,1,120.95,3,Loyal
13003,106,3,149.05,3,Loyal
13004,12,18,5655.91,1,At-Risk
13005,174,2,513.7,3,Loyal
13006,56,1,81.57,3,Loyal
13008,323,1,229.47,3,Loyal
13011,372,1,50.550000000000004,3,Loyal
13012,9,8,1661.8400000000001,1,At-Risk
13013,1,13,4810.9400000000005,1,At-Risk
13014,11,10,3466.28,1,At-Risk
13015,53,5,3346.28,2,Potential
13016,73,3,789.89,2,Potential
13017,7,1,204.0,0,Champions
13018,16,28,7277.7,1,At-Risk
13021,4,9,2616.38,1,At-Risk
13023,64,2,689.9,2,Potential
13026,1,5,975.36,1,At-Risk
13027,114,6,6912.0,2,Potential
13028,23,2,661.3199999999999,0,Champions
13029,31,3,1247.5,2,Potential
13030,11,2,799.48,0,Champions
13032,52,2,1010.1800000000001,2,Potential
13033,357,1,190.55,3,Loyal
13034,55,2,642.77,2,Potential
13035,74,2,921.88,2,Potential
13037,138,3,881.07,2,Potential
13038,80,3,908.46,2,Potential
13040,9,2,676.99,0,Champions
13043,273,1,516.42,3,Loyal
13044,291,1,560.47,3,Loyal
13045,99,1,305.28000000000003,3,Loyal
13046,31,2,629.31,0,Champions
13047,32,10,3237.54,1,At-Risk
13048,14,4,1835.91,2,Potential
13049,64,2,656.6800000000001,2,Potential
13050,15,17,5836.86,1,At-Risk
13052,212,1,348.15000000000003,3,Loyal
13055,78,3,1214.41,2,Potential
13058,25,3,271.40000000000003,0,Champions
13059,250,1,183.4,3,Loyal
13060,254,1,307.53000000000003,3,Loyal
13061,72,1,248.61,3,Loyal
13062,191,1,346.98,3,Loyal
13064,13,4,1119.49,2,Potential
13065,373,1,205.86,3,Loyal
13066,24,2,470.8,0,Champions
13067,82,1,115.46000000000001,3,Loyal
13068,10,2,344.0,0,Champions
13069,1,24,4436.12,1,At-Risk
13070,192,1,228.8,3,Loyal
13072,267,1,177.15,3,Loyal
13075,130,1,919.61,3,Loyal
13077,1,4,729.27,0,Champions
13078,3,26,12627.94,1,At-Risk
13079,4,5,220.10000000000002,0,Champions
13080,179,1,58.08,3,Loyal
13081,12,11,28337.38,1,At-Risk
13082,126,9,3613.63,2,Potential
13083,4,2,303.75,0,Champions
13085,158,2,416.08,3,Loyal
13089,3,97,58825.83,1,At-Risk
13090,9,14,8910.82,1,At-Risk
13091,28,1,345.82,0,Champions
13092,71,5,477.83,2,Potential
13093,276,8,7832.47,2,Potential
13094,21,12,1927.3200000000002,1,At-Risk
13095,71,1,74.39999999999999,3,Loyal
13097,33,10,6010.42,1,At-Risk
13098,1,28,28882.44,1,At-Risk
13099,99,1,207.36,3,Loyal
13101,234,1,101.19,3,Loyal
13102,1,24,6424.09,1,At-Risk
13103,40,1,243.94,3,Loyal
13104,3,6,1098.48,1,At-Risk
13106,133,1,76.5,3,Loyal
13107,44,4,1531.6200000000001,2,Potential
13108,373,1,350.06,3,Loyal
13109,60,2,786.54,2,Potential
13110,31,7,1488.67,2,Potential
13113,1,24,12245.960000000001,1,At-Risk
13115,12,4,2294.78,2,Potential
13116,138,1,501.14,3,Loyal
13117,22,8,984.91,2,Potential
13118,20,5,1197.81,2,Potential
13120,239,1,30.6,3,Loyal
13121,269,1,283.73,3,Loyal
13122,94,2,922.39,2,Potential
13124,90,3,3866.33,2,Potential
13126,5,8,2099.64,1,At-Risk
13127,78,1,259.17,3,Loyal
13130,94,1,64.0,3,Loyal
13131,23,3,1073.3,2,Potential
13132,262,1,77.3,3,Loyal
13133,274,2,109.8,3,Loyal
13134,86,4,1793.58,2,Potential
13135,197,1,3096.0,2,Potential
13136,56,5,2607.61,2,Potential
13137,11,8,3650.41,1,At-Risk
13138,22,6,962.39,2,Potential
13139,16,7,5064.9400000000005,1,At-Risk
13140,108,3,423.72,3,Loyal
13141,85,5,2388.75,2,Potential
13142,19,1,307.09000000000003,0,Champions
13144,333,1,110.95,3,Loyal
13145,40,4,618.52,2,Potential
13146,26,1,228.91,0,Champions
13147,10,4,712.8,0,Champions
13148,29,12,3707.12,1,At-Risk
13149,14,4,1676.06,2,Potential
13151,296,1,1257.8700000000001,3,Loyal
13153,6,1,486.22,0,Champions
13155,33,4,971.76,2,Potential
13157,49,4,1741.22,2,Potential
13158,95,4,1201.06,2,Potential
13159,9,4,1437.85,0,Champions
13160,22,1,91.8,0,Champions
13161,313,1,112.75,3,Loyal
13162,122,4,1688.29,2,Potential
13165,46,2,1021.48,2,Potential
13166,283,1,417.2,3,Loyal
13167,19,4,791.33,2,Potential
13168,36,4,1319.19,2,Potential
13169,64,2,712.88,2,Potential
13170,27,1,116.00999999999999,0,Champions
13171,22,3,468.41,0,Champions
13173,4,2,353.65000000000003,0,Champions
13174,16,3,2817.03,2,Potential
13176,46,1,492.84,0,Champions
13177,65,1,282.45,3,Loyal
13178,26,11,5725.47,1,At-Risk
13182,45,1,121.18,3,Loyal
13183,8,9,3957.78,1,At-Risk
13184,15,10,1701.29,1,At-Risk
13185,268,1,71.4,3,Loyal
13186,40,3,1575.89,2,Potential
13187,337,1,236.02,3,Loyal
13188,11,1,114.6,0,Champions
13189,19,2,260.68,0,Champions
13192,95,2,911.94,2,Potential
13193,61,1,117.88,3,Loyal
13194,136,1,60.7,3,Loyal
13196,11,4,1797.78,2,Potential
13198,10,6,3401.2400000000002,1,At-Risk
13199,4,38,9817.12,1,At-Risk
13200,19,4,870.09,2,Potential
13203,10,4,869.46,0,Champions
13207,15,2,250.26000000000002,0,Champions
13208,59,6,1223.9,2,Potential
13209,30,8,5891.61,1,At-Risk
13210,94,1,353.48,3,Loyal
13211,10,3,1197.42,0,Champions
13212,20,3,788.08,0,Champions
13213,57,5,1520.58,2,Potential
13216,268,1,333.74,3,Loyal
13217,122,3,533.98,2,Potential
13218,127,1,62.64,3,Loyal
13220,78,4,819.2900000000001,2,Potential
13221,240,2,847.41,3,Loyal
13223,200,2,163.2,3,Loyal
13224,60,2,2155.95,2,Potential
13225,3,7,6463.84,1,At-Risk
13226,273,1,108.21000000000001,3,Loyal
13227,202,1,257.7,3,Loyal
13228,81,1,358.0,3,Loyal
13229,226,1,160.95,3,Loyal
13230,4,14,2806.97,1,At-Risk
13232,13,7,1357.6,1,At-Risk
13233,74,2,605.12,3,Loyal
13235,212,1,1031.07,3,Loyal
13236,25,2,744.85,0,Champions
13238,17,4,700.73,0,Champions
13239,262,1,329.56,3,Loyal
13240,96,4,663.65,2,Potential
13242,112,3,270.40000000000003,3,Loyal
13243,203,1,600.07,3,Loyal
13244,93,1,121.74000000000001,3,Loyal
13245,51,1,430.5,3,Loyal
13246,18,6,1987.3,2,Potential
13247,18,4,501.12,0,Champions
13248,125,2,465.68,3,Loyal
13249,92,3,711.41,2,Potential
13253,157,2,1030.4,2,Potential
13255,9,2,399.51,0,Champions
13256,14,1,0.0,3,Loyal
13258,12,3,698.5799999999999,0,Champions
13259,62,1,292.32,3,Loyal
13260,61,1,557.62,3,Loyal
13261,269,2,944.1,3,Loyal
13262,263,1,200.29,3,Loyal
13263,1,35,7454.07,1,At-Risk
13265,53,5,2107.66,2,Potential
13266,11,12,3834.2599999999998,1,At-Risk
13267,3,19,4521.49,1,At-Risk
13268,18,11,3214.69,1,At-Risk
13269,1,15,5346.2300000000005,1,At-Risk
13270,366,1,590.0,3,Loyal
13271,37,1,217.38,0,Champions
13272,31,2,276.56,0,Champions
13273,113,1,138.98,3,Loyal
13276,64,2,590.9300000000001,2,Potential
13277,16,4,258.4,0,Champions
13278,41,1,542.73,0,Champions
13279,78,1,137.75,3,Loyal
13280,122,3,814.86,2,Potential
13282,18,3,1132.14,2,Potential
13283,60,2,93.66,3,Loyal
13284,331,1,201.19,3,Loyal
13285,23,4,2709.12,2,Potential
13291,156,1,361.11,3,Loyal
13292,39,2,578.94,0,Champions
13294,190,2,873.74,3,Loyal
13295,360,1,201.20000000000002,3,Loyal
13296,137,1,87.4,3,Loyal
13297,8,4,2089.85,1,At-Risk
13298,1,1,360.0,0,Champions
13299,268,1,142.5,3,Loyal
13300,169,1,371.89,3,Loyal
13301,104,4,618.09,2,Potential
13302,155,1,63.75,3,Loyal
13304,351,1,300.42,3,Loyal
13305,4,10,2000.86,1,At-Risk
13307,120,1,15.0,3,Loyal
13308,23,3,1385.51,2,Potential
13309,7,5,1456.79,1,At-Risk
13310,28,3,1132.03,2,Potential
13311,4,2,598.57,0,Champions
13313,22,5,1555.3200000000002,2,Potential
13314,2,3,775.94,0,Champions
13316,37,4,5977.73,2,Potential
13317,66,6,2273.68,2,Potential
13318,1,3,640.76,0,Champions
13319,5,26,10845.550000000001,1,At-Risk
13320,78,4,1548.7,2,Potential
13321,72,2,567.36,3,Loyal
13322,17,1,199.48000000000002,0,Champions
13323,3,5,787.85,0,Champions
13324,36,10,7121.95,1,At-Risk
13325,82,1,675.3,3,Loyal
13327,39,8,3627.77,1,At-Risk
13328,316,1,1308.48,3,Loyal
13329,32,2,789.0,0,Champions
13330,93,3,1140.93,2,Potential
13332,14,1,350.90000000000003,0,Champions
